sensor_id,timestamp,location_id,pH,turbidity,TDS,DO,flow_rate,pressure,alert_flag,contamination_target,leak_target
SNS-LOCB02-002,2025-05-01 08:30:00+00:00,ZONE-B,7.25,0.94,226.12,8.07,16.7,344.11,normal,0,0
SNS-LOCC01-001,2025-05-01 08:30:00+00:00,ZONE-C,7.16,0.92,245.36,7.55,16.28,359.16,normal,0,0
SNS-LOCC02-002,2025-05-01 08:30:00+00:00,ZONE-C,7.29,1.79,242.75,7.88,15.75,356.75,normal,0,0
SNS-LOCA01-001,2025-05-01 08:45:00+00:00,ZONE-A,7.32,1.37,201.02,8.5,17.9,339.01,normal,0,0
SNS-LOCA02-002,2025-05-01 08:45:00+00:00,ZONE-A,7.32,0.92,212.76,7.55,16.24,343.33,normal,0,0
SNS-LOCB01-001,2025-05-01 08:45:00+00:00,ZONE-B,7.11,1.79,224.42,8.25,18.61,347.02,normal,0,0
SNS-LOCB02-002,2025-05-01 08:45:00+00:00,ZONE-B,7.21,1.72,245.6,8.36,19.0,358.15,normal,0,0
SNS-LOCC01-001,2025-05-01 08:45:00+00:00,ZONE-C,7.36,0.79,233.21,8.09,17.19,345.78,normal,0,0
SNS-LOCC02-002,2025-05-01 08:45:00+00:00,ZONE-C,7.14,1.67,232.6,7.4,17.41,345.51,normal,0,0
SNS-LOCA01-001,2025-05-01 09:00:00+00:00,ZONE-A,7.06,1.66,215.07,7.74,15.96,352.25,normal,0,0
SNS-LOCA02-002,2025-05-01 09:00:00+00:00,ZONE-A,7.2,1.06,207.39,7.93,17.56,341.6,normal,0,0
SNS-LOCB01-001,2025-05-01 09:00:00+00:00,ZONE-B,7.27,1.17,260.92,7.62,15.93,351.55,normal,0,0
SNS-LOCB02-002,2025-05-01 09:00:00+00:00,ZONE-B,7.06,1.83,247.02,7.84,17.24,345.86,normal,0,0
SNS-LOCC01-001,2025-05-01 09:00:00+00:00,ZONE-C,7.2,2.07,233.41,7.64,19.11,359.3,normal,0,0
SNS-LOCC02-002,2025-05-01 09:00:00+00:00,ZONE-C,7.27,1.24,220.99,7.68,17.64,347.47,normal,0,0
SNS-LOCA01-001,2025-05-01 09:15:00+00:00,ZONE-A,6.86,1.87,222.87,8.43,16.69,351.51,normal,0,0
SNS-LOCA02-002,2025-05-01 09:15:00+00:00,ZONE-A,7.37,1.66,224.32,9.29,16.65,351.35,normal,0,0
SNS-LOCB01-001,2025-05-01 09:15:00+00:00,ZONE-B,7.46,1.18,204.39,7.43,17.6,355.01,normal,0,0
SNS-LOCB02-002,2025-05-01 09:15:00+00:00,ZONE-B,7.31,0.96,235.09,8.48,16.74,350.26,normal,0,0
SNS-LOCC01-001,2025-05-01 09:15:00+00:00,ZONE-C,7.3,1.65,229.63,7.57,16.64,340.3,normal,0,0
SNS-LOCC02-002,2025-05-01 09:15:00+00:00,ZONE-C,7.29,1.71,218.52,8.12,14.77,356.86,normal,0,0
SNS-LOCA01-001,2025-05-01 09:30:00+00:00,ZONE-A,7.13,1.55,236.73,7.7,18.32,350.99,normal,0,0
SNS-LOCA02-002,2025-05-01 09:30:00+00:00,ZONE-A,7.2,1.72,201.29,8.24,16.8,358.29,normal,0,0
SNS-LOCB01-001,2025-05-01 09:30:00+00:00,ZONE-B,7.17,1.35,225.54,7.98,15.15,348.45,normal,0,0
SNS-LOCB02-002,2025-05-01 09:30:00+00:00,ZONE-B,7.39,1.46,206.94,8.29,14.24,333.04,normal,0,0
SNS-LOCC01-001,2025-05-01 09:30:00+00:00,ZONE-C,7.2,1.57,223.31,7.64,16.52,338.81,normal,0,0
SNS-LOCC02-002,2025-05-01 09:30:00+00:00,ZONE-C,7.23,0.85,217.76,8.1,14.37,345.82,normal,0,0
SNS-LOCA01-001,2025-05-01 09:45:00+00:00,ZONE-A,7.32,2.12,197.44,8.14,14.91,339.24,normal,0,0
SNS-LOCA02-002,2025-05-01 09:45:00+00:00,ZONE-A,7.44,1.77,207.94,8.09,17.4,351.45,normal,0,0
SNS-LOCB01-001,2025-05-01 09:45:00+00:00,ZONE-B,7.54,1.74,175.11,7.88,15.57,348.37,normal,0,0
SNS-LOCB02-002,2025-05-01 09:45:00+00:00,ZONE-B,7.2,1.24,203.73,8.55,17.34,344.63,normal,0,0
SNS-LOCC01-001,2025-05-01 09:45:00+00:00,ZONE-C,7.3,1.77,239.01,7.58,17.58,345.14,normal,0,0
SNS-LOCC02-002,2025-05-01 09:45:00+00:00,ZONE-C,7.37,1.42,185.92,8.01,14.18,348.26,normal,0,0
SNS-LOCA01-001,2025-05-01 10:00:00+00:00,ZONE-A,7.19,1.34,197.7,7.55,15.25,348.02,normal,0,0
SNS-LOCA02-002,2025-05-01 10:00:00+00:00,ZONE-A,7.39,1.78,212.92,8.51,14.56,355.48,normal,0,0
SNS-LOCB01-001,2025-05-01 10:00:00+00:00,ZONE-B,7.17,1.59,229.58,7.73,17.4,349.93,normal,0,0
SNS-LOCB02-002,2025-05-01 10:00:00+00:00,ZONE-B,7.56,1.38,239.04,8.26,14.82,360.88,normal,0,0
SNS-LOCC01-001,2025-05-01 10:00:00+00:00,ZONE-C,7.04,0.61,232.8,8.43,16.42,347.91,normal,0,0
SNS-LOCC02-002,2025-05-01 10:00:00+00:00,ZONE-C,7.44,1.78,210.16,8.29,14.73,345.53,normal,0,0
SNS-LOCA01-001,2025-05-01 10:15:00+00:00,ZONE-A,7.04,0.62,202.34,8.49,14.73,345.6,normal,0,0
SNS-LOCA02-002,2025-05-01 10:15:00+00:00,ZONE-A,7.03,1.85,220.02,8.2,16.01,340.63,normal,0,0
SNS-LOCB01-001,2025-05-01 10:15:00+00:00,ZONE-B,7.05,1.83,219.14,8.31,12.06,358.88,normal,0,0
SNS-LOCB02-002,2025-05-01 10:15:00+00:00,ZONE-B,7.13,2.37,212.34,8.01,17.0,342.99,normal,0,0
SNS-LOCC01-001,2025-05-01 10:15:00+00:00,ZONE-C,7.33,1.24,239.34,8.32,16.79,344.21,normal,0,0
SNS-LOCC02-002,2025-05-01 10:15:00+00:00,ZONE-C,7.17,1.62,189.5,7.78,17.36,339.85,normal,0,0
SNS-LOCA01-001,2025-05-01 10:30:00+00:00,ZONE-A,7.39,1.25,224.85,7.54,16.55,353.7,normal,0,0
SNS-LOCA02-002,2025-05-01 10:30:00+00:00,ZONE-A,7.37,2.04,238.8,8.08,14.37,360.59,normal,0,0
SNS-LOCB01-001,2025-05-01 10:30:00+00:00,ZONE-B,7.0,1.32,231.06,8.18,17.96,349.97,normal,0,0
SNS-LOCB02-002,2025-05-01 10:30:00+00:00,ZONE-B,6.95,1.39,222.61,7.86,17.73,348.02,normal,0,0
SNS-LOCC01-001,2025-05-01 10:30:00+00:00,ZONE-C,6.98,1.69,202.78,8.68,16.27,338.77,normal,0,0
SNS-LOCC02-002,2025-05-01 10:30:00+00:00,ZONE-C,7.36,2.45,189.94,8.36,16.55,351.41,normal,0,0
SNS-LOCA01-001,2025-05-01 10:45:00+00:00,ZONE-A,7.25,1.7,209.6,8.56,14.01,365.67,normal,0,0
SNS-LOCA02-002,2025-05-01 10:45:00+00:00,ZONE-A,7.43,1.03,219.92,8.57,15.09,348.7,normal,0,0
SNS-LOCB01-001,2025-05-01 10:45:00+00:00,ZONE-B,7.14,1.97,210.88,8.0,16.39,348.34,normal,0,0
SNS-LOCB02-002,2025-05-01 10:45:00+00:00,ZONE-B,7.07,0.96,197.23,7.53,13.54,344.18,normal,0,0
SNS-LOCC01-001,2025-05-01 10:45:00+00:00,ZONE-C,7.25,1.52,207.6,7.59,14.46,338.9,normal,0,0
SNS-LOCC02-002,2025-05-01 10:45:00+00:00,ZONE-C,7.01,1.79,198.93,8.01,14.93,369.42,normal,0,0
SNS-LOCA01-001,2025-05-01 11:00:00+00:00,ZONE-A,6.93,1.58,214.99,7.69,15.87,351.24,normal,0,0
SNS-LOCA02-002,2025-05-01 11:00:00+00:00,ZONE-A,7.04,1.67,225.84,8.52,14.72,361.76,normal,0,0
SNS-LOCB01-001,2025-05-01 11:00:00+00:00,ZONE-B,7.17,0.71,227.85,7.97,14.39,357.47,normal,0,0
SNS-LOCB02-002,2025-05-01 11:00:00+00:00,ZONE-B,7.13,1.91,218.76,8.3,16.32,353.79,normal,0,0
SNS-LOCC01-001,2025-05-01 11:00:00+00:00,ZONE-C,7.05,1.87,220.33,8.8,16.07,356.01,normal,0,0
SNS-LOCC02-002,2025-05-01 11:00:00+00:00,ZONE-C,7.09,1.34,221.45,7.53,14.03,349.13,normal,0,0
SNS-LOCA01-001,2025-05-01 11:15:00+00:00,ZONE-A,7.19,1.58,236.76,7.84,16.08,348.84,normal,0,0
SNS-LOCA02-002,2025-05-01 11:15:00+00:00,ZONE-A,7.17,1.6,188.98,8.03,14.47,342.56,normal,0,0
SNS-LOCB01-001,2025-05-01 11:15:00+00:00,ZONE-B,6.92,1.32,191.84,8.35,14.96,336.54,normal,0,0
SNS-LOCB02-002,2025-05-01 11:15:00+00:00,ZONE-B,7.1,1.8,211.08,7.89,14.8,348.97,normal,0,0
SNS-LOCC01-001,2025-05-01 11:15:00+00:00,ZONE-C,6.95,1.48,211.63,9.18,14.99,346.36,normal,0,0
SNS-LOCC02-002,2025-05-01 11:15:00+00:00,ZONE-C,7.35,1.44,223.8,7.65,17.15,344.98,normal,0,0
SNS-LOCA01-001,2025-05-01 11:30:00+00:00,ZONE-A,7.26,1.95,215.43,8.0,15.73,355.46,normal,0,0
SNS-LOCA02-002,2025-05-01 11:30:00+00:00,ZONE-A,7.04,1.57,205.82,7.7,14.25,359.73,normal,0,0
SNS-LOCB01-001,2025-05-01 11:30:00+00:00,ZONE-B,7.44,2.54,219.15,7.66,13.86,362.86,normal,0,0
SNS-LOCB02-002,2025-05-01 11:30:00+00:00,ZONE-B,6.97,1.37,211.51,8.7,13.81,358.81,normal,0,0
SNS-LOCC01-001,2025-05-01 11:30:00+00:00,ZONE-C,7.4,1.43,226.98,7.38,14.92,348.28,normal,0,0
SNS-LOCC02-002,2025-05-01 11:30:00+00:00,ZONE-C,6.81,1.67,225.33,7.32,13.33,344.01,normal,0,0
SNS-LOCA01-001,2025-05-01 11:45:00+00:00,ZONE-A,7.12,1.38,205.63,7.6,15.17,346.2,normal,0,0
SNS-LOCA02-002,2025-05-01 11:45:00+00:00,ZONE-A,7.18,1.41,226.86,7.94,15.83,350.82,normal,0,0
SNS-LOCB01-001,2025-05-01 11:45:00+00:00,ZONE-B,7.33,2.0,198.09,8.37,16.92,342.22,normal,0,0
SNS-LOCB02-002,2025-05-01 11:45:00+00:00,ZONE-B,7.2,1.36,226.61,8.21,14.02,360.5,normal,0,0
SNS-LOCC01-001,2025-05-01 11:45:00+00:00,ZONE-C,7.07,1.44,235.35,8.78,14.2,356.26,normal,0,0
SNS-LOCC02-002,2025-05-01 11:45:00+00:00,ZONE-C,7.23,0.87,205.67,7.52,14.21,346.67,normal,0,0
SNS-LOCA01-001,2025-05-01 12:00:00+00:00,ZONE-A,7.2,2.01,226.34,9.06,14.32,356.31,normal,0,0
SNS-LOCA02-002,2025-05-01 12:00:00+00:00,ZONE-A,7.26,2.1,214.32,8.34,16.5,344.23,normal,0,0
SNS-LOCB01-001,2025-05-01 12:00:00+00:00,ZONE-B,7.19,1.7,213.48,7.65,16.74,348.16,normal,0,0
SNS-LOCB02-002,2025-05-01 12:00:00+00:00,ZONE-B,7.46,1.3,216.89,8.32,14.36,342.81,normal,0,0
SNS-LOCC01-001,2025-05-01 12:00:00+00:00,ZONE-C,7.09,1.61,210.01,8.04,11.96,345.54,normal,0,0
SNS-LOCC02-002,2025-05-01 12:00:00+00:00,ZONE-C,7.17,1.29,205.1,7.65,14.68,361.9,normal,0,0
SNS-LOCA01-001,2025-05-01 12:15:00+00:00,ZONE-A,6.99,1.39,234.66,8.13,14.29,346.39,normal,0,0
SNS-LOCA02-002,2025-05-01 12:15:00+00:00,ZONE-A,7.2,1.46,187.2,7.71,12.15,360.33,normal,0,0
SNS-LOCB01-001,2025-05-01 12:15:00+00:00,ZONE-B,7.32,1.18,232.07,8.98,13.68,360.39,normal,0,0
SNS-LOCB02-002,2025-05-01 12:15:00+00:00,ZONE-B,7.25,1.41,203.41,7.78,13.94,331.47,normal,0,0
SNS-LOCC01-001,2025-05-01 12:15:00+00:00,ZONE-C,7.28,1.37,226.89,7.83,17.85,336.74,normal,0,0
SNS-LOCC02-002,2025-05-01 12:15:00+00:00,ZONE-C,7.06,1.78,255.38,7.6,16.51,342.66,normal,0,0
SNS-LOCA01-001,2025-05-01 12:30:00+00:00,ZONE-A,7.39,1.53,253.45,8.71,13.47,373.49,normal,0,0
SNS-LOCA02-002,2025-05-01 12:30:00+00:00,ZONE-A,7.03,1.37,247.12,7.71,13.48,351.05,normal,0,0
SNS-LOCB01-001,2025-05-01 12:30:00+00:00,ZONE-B,7.27,1.65,208.81,8.08,14.94,362.03,normal,0,0
SNS-LOCB02-002,2025-05-01 12:30:00+00:00,ZONE-B,7.25,1.0,220.43,7.75,15.71,336.6,normal,0,0
SNS-LOCC01-001,2025-05-01 12:30:00+00:00,ZONE-C,7.28,1.07,239.08,8.31,14.46,354.04,normal,0,0
SNS-LOCC02-002,2025-05-01 12:30:00+00:00,ZONE-C,7.15,1.77,219.26,8.29,14.28,330.15,normal,0,0
SNS-LOCA01-001,2025-05-01 12:45:00+00:00,ZONE-A,7.12,2.11,241.79,8.04,13.89,347.32,normal,0,0
SNS-LOCA02-002,2025-05-01 12:45:00+00:00,ZONE-A,7.29,1.73,205.31,8.26,15.42,342.36,normal,0,0
SNS-LOCB01-001,2025-05-01 12:45:00+00:00,ZONE-B,7.17,1.69,230.84,7.83,13.44,346.29,normal,0,0
SNS-LOCB02-002,2025-05-01 12:45:00+00:00,ZONE-B,7.26,1.67,219.71,7.45,12.81,355.09,normal,0,0
SNS-LOCC01-001,2025-05-01 12:45:00+00:00,ZONE-C,7.02,1.59,214.59,7.76,14.06,363.41,normal,0,0
SNS-LOCC02-002,2025-05-01 12:45:00+00:00,ZONE-C,7.24,1.38,197.9,8.2,15.31,354.86,normal,0,0
SNS-LOCA01-001,2025-05-01 13:00:00+00:00,ZONE-A,7.37,1.69,200.45,7.98,14.45,355.77,normal,0,0
SNS-LOCA02-002,2025-05-01 13:00:00+00:00,ZONE-A,7.13,1.47,225.49,8.51,14.99,355.17,normal,0,0
SNS-LOCB01-001,2025-05-01 13:00:00+00:00,ZONE-B,7.26,1.09,203.49,7.96,15.03,353.16,normal,0,0
SNS-LOCB02-002,2025-05-01 13:00:00+00:00,ZONE-B,7.28,0.9,198.08,8.45,13.83,339.49,normal,0,0
SNS-LOCC01-001,2025-05-01 13:00:00+00:00,ZONE-C,7.33,1.6,264.27,8.5,14.26,348.79,normal,0,0
SNS-LOCC02-002,2025-05-01 13:00:00+00:00,ZONE-C,7.23,1.46,198.42,8.37,14.18,327.96,normal,0,0
SNS-LOCA01-001,2025-05-01 13:15:00+00:00,ZONE-A,7.1,1.17,234.71,7.98,15.36,337.27,normal,0,0
SNS-LOCA02-002,2025-05-01 13:15:00+00:00,ZONE-A,7.04,1.93,210.17,7.58,13.14,343.92,normal,0,0
SNS-LOCB01-001,2025-05-01 13:15:00+00:00,ZONE-B,7.28,1.95,196.2,7.88,13.74,350.66,normal,0,0
SNS-LOCB02-002,2025-05-01 13:15:00+00:00,ZONE-B,7.32,1.55,211.3,7.56,11.72,347.03,normal,0,0
SNS-LOCC01-001,2025-05-01 13:15:00+00:00,ZONE-C,7.2,1.87,214.33,8.93,13.64,346.13,normal,0,0
SNS-LOCC02-002,2025-05-01 13:15:00+00:00,ZONE-C,7.26,1.11,223.13,7.17,14.47,350.53,normal,0,0
SNS-LOCA01-001,2025-05-01 13:30:00+00:00,ZONE-A,7.23,1.56,200.89,7.64,15.29,353.96,normal,0,0
SNS-LOCA02-002,2025-05-01 13:30:00+00:00,ZONE-A,7.11,1.67,226.12,8.78,14.8,353.29,normal,0,0
SNS-LOCB01-001,2025-05-01 13:30:00+00:00,ZONE-B,7.13,2.21,218.48,7.65,12.26,343.1,normal,0,0
SNS-LOCB02-002,2025-05-01 13:30:00+00:00,ZONE-B,7.15,1.81,233.7,8.46,13.75,356.65,normal,0,0
SNS-LOCC01-001,2025-05-01 13:30:00+00:00,ZONE-C,7.54,1.86,244.04,7.4,12.78,343.99,normal,0,0
SNS-LOCC02-002,2025-05-01 13:30:00+00:00,ZONE-C,6.8,1.53,240.89,7.79,13.8,343.17,normal,0,0
SNS-LOCA01-001,2025-05-01 13:45:00+00:00,ZONE-A,7.13,1.61,202.06,8.47,11.62,352.58,normal,0,0
SNS-LOCA02-002,2025-05-01 13:45:00+00:00,ZONE-A,7.13,2.1,231.43,7.17,11.06,341.99,normal,0,0
SNS-LOCB01-001,2025-05-01 13:45:00+00:00,ZONE-B,7.12,1.42,220.45,8.27,12.22,335.6,normal,0,0
SNS-LOCB02-002,2025-05-01 13:45:00+00:00,ZONE-B,7.24,1.36,218.45,7.74,13.53,361.89,normal,0,0
SNS-LOCC01-001,2025-05-01 13:45:00+00:00,ZONE-C,6.96,1.01,229.62,8.63,13.5,339.9,normal,0,0
SNS-LOCC02-002,2025-05-01 13:45:00+00:00,ZONE-C,6.9,1.6,201.26,8.87,16.29,351.81,normal,0,0
SNS-LOCA01-001,2025-05-01 14:00:00+00:00,ZONE-A,7.27,1.45,237.13,8.0,13.94,360.88,normal,0,0
SNS-LOCA02-002,2025-05-01 14:00:00+00:00,ZONE-A,7.29,2.35,195.45,7.78,12.87,356.73,normal,0,0
SNS-LOCB01-001,2025-05-01 14:00:00+00:00,ZONE-B,7.13,1.74,202.47,7.96,16.42,363.11,normal,0,0
SNS-LOCB02-002,2025-05-01 14:00:00+00:00,ZONE-B,6.92,1.65,232.4,7.8,12.65,355.3,normal,0,0
SNS-LOCC01-001,2025-05-01 14:00:00+00:00,ZONE-C,7.22,1.72,217.63,8.93,12.86,346.03,normal,0,0
SNS-LOCC02-002,2025-05-01 14:00:00+00:00,ZONE-C,7.28,1.79,199.32,8.52,12.25,350.05,normal,0,0
SNS-LOCA01-001,2025-05-01 14:15:00+00:00,ZONE-A,7.15,1.22,237.0,7.06,13.21,342.78,normal,0,0
SNS-LOCA02-002,2025-05-01 14:15:00+00:00,ZONE-A,7.33,2.12,231.63,8.56,11.54,351.31,normal,0,0
SNS-LOCB01-001,2025-05-01 14:15:00+00:00,ZONE-B,6.99,1.35,223.67,8.04,15.58,334.17,normal,0,0
SNS-LOCB02-002,2025-05-01 14:15:00+00:00,ZONE-B,7.07,0.91,195.42,8.4,14.24,362.45,normal,0,0
SNS-LOCC01-001,2025-05-01 14:15:00+00:00,ZONE-C,7.38,1.53,205.46,8.4,13.26,340.4,normal,0,0
SNS-LOCC02-002,2025-05-01 14:15:00+00:00,ZONE-C,7.03,1.55,238.98,8.02,15.41,350.73,normal,0,0
SNS-LOCA01-001,2025-05-01 14:30:00+00:00,ZONE-A,7.14,2.59,247.32,8.08,13.26,337.13,normal,0,0
SNS-LOCA02-002,2025-05-01 14:30:00+00:00,ZONE-A,7.26,1.4,227.01,8.13,14.71,359.14,normal,0,0
SNS-LOCB01-001,2025-05-01 14:30:00+00:00,ZONE-B,7.25,1.21,208.44,8.23,12.99,355.75,normal,0,0
SNS-LOCB02-002,2025-05-01 14:30:00+00:00,ZONE-B,7.31,1.48,208.28,7.29,12.93,336.99,normal,0,0
SNS-LOCC01-001,2025-05-01 14:30:00+00:00,ZONE-C,7.2,1.32,206.19,8.35,14.36,350.38,normal,0,0
SNS-LOCC02-002,2025-05-01 14:30:00+00:00,ZONE-C,7.28,1.91,195.96,8.28,12.15,343.64,normal,0,0
SNS-LOCA01-001,2025-05-01 14:45:00+00:00,ZONE-A,7.35,1.78,229.97,8.07,16.03,337.67,normal,0,0
SNS-LOCA02-002,2025-05-01 14:45:00+00:00,ZONE-A,7.15,1.52,250.53,8.41,15.6,343.91,normal,0,0
SNS-LOCB01-001,2025-05-01 14:45:00+00:00,ZONE-B,7.54,1.69,204.91,8.94,12.76,343.05,normal,0,0
SNS-LOCB02-002,2025-05-01 14:45:00+00:00,ZONE-B,7.16,1.11,227.91,8.11,14.53,365.15,normal,0,0
SNS-LOCC01-001,2025-05-01 14:45:00+00:00,ZONE-C,6.95,2.05,207.63,8.58,16.59,368.41,normal,0,0
SNS-LOCC02-002,2025-05-01 14:45:00+00:00,ZONE-C,7.17,1.03,224.92,7.98,12.37,355.88,normal,0,0
SNS-LOCA01-001,2025-05-01 15:00:00+00:00,ZONE-A,7.06,2.08,234.48,7.89,14.64,348.06,normal,0,0
SNS-LOCA02-002,2025-05-01 15:00:00+00:00,ZONE-A,7.13,2.74,205.96,8.02,15.76,346.93,normal,0,0
SNS-LOCB01-001,2025-05-01 15:00:00+00:00,ZONE-B,7.11,0.97,237.88,8.28,15.15,337.93,normal,0,0
SNS-LOCB02-002,2025-05-01 15:00:00+00:00,ZONE-B,7.28,1.61,214.93,7.45,14.53,343.03,normal,0,0
SNS-LOCC01-001,2025-05-01 15:00:00+00:00,ZONE-C,7.21,1.53,214.93,8.35,14.52,354.23,normal,0,0
SNS-LOCC02-002,2025-05-01 15:00:00+00:00,ZONE-C,7.26,1.9,205.54,7.86,15.68,351.23,normal,0,0
SNS-LOCA01-001,2025-05-01 15:15:00+00:00,ZONE-A,7.37,1.8,213.33,8.35,14.51,357.65,normal,0,0
SNS-LOCA02-002,2025-05-01 15:15:00+00:00,ZONE-A,7.48,1.94,254.34,7.38,14.16,347.87,normal,0,0
SNS-LOCB01-001,2025-05-01 15:15:00+00:00,ZONE-B,7.14,1.65,214.48,8.44,15.98,353.31,normal,0,0
SNS-LOCB02-002,2025-05-01 15:15:00+00:00,ZONE-B,7.05,1.72,230.11,8.14,14.85,361.2,normal,0,0
SNS-LOCC01-001,2025-05-01 15:15:00+00:00,ZONE-C,7.12,1.35,230.01,8.21,15.82,347.73,normal,0,0
SNS-LOCC02-002,2025-05-01 15:15:00+00:00,ZONE-C,7.0,1.0,213.51,8.32,15.75,335.47,normal,0,0
SNS-LOCA01-001,2025-05-01 15:30:00+00:00,ZONE-A,7.28,1.47,204.37,8.88,15.35,356.62,normal,0,0
SNS-LOCA02-002,2025-05-01 15:30:00+00:00,ZONE-A,7.59,1.27,214.05,8.6,13.46,350.59,normal,0,0
SNS-LOCB01-001,2025-05-01 15:30:00+00:00,ZONE-B,7.21,1.89,226.08,7.63,16.2,356.76,normal,0,0
SNS-LOCB02-002,2025-05-01 15:30:00+00:00,ZONE-B,7.04,1.22,212.11,7.54,16.31,347.41,normal,0,0
SNS-LOCC01-001,2025-05-01 15:30:00+00:00,ZONE-C,7.16,1.08,214.08,8.59,15.93,337.06,normal,0,0
SNS-LOCC02-002,2025-05-01 15:30:00+00:00,ZONE-C,7.05,1.75,212.53,7.78,13.99,339.35,normal,0,0
SNS-LOCA01-001,2025-05-01 15:45:00+00:00,ZONE-A,7.21,1.35,237.11,7.97,14.07,355.55,normal,0,0
SNS-LOCA02-002,2025-05-01 15:45:00+00:00,ZONE-A,7.4,1.21,194.46,7.81,13.61,363.13,normal,0,0
SNS-LOCB01-001,2025-05-01 15:45:00+00:00,ZONE-B,6.99,1.37,242.1,8.35,14.63,343.74,normal,0,0
SNS-LOCB02-002,2025-05-01 15:45:00+00:00,ZONE-B,7.17,1.4,242.45,7.94,13.61,357.89,normal,0,0
SNS-LOCC01-001,2025-05-01 15:45:00+00:00,ZONE-C,7.36,1.41,231.58,8.02,13.78,349.35,normal,0,0
SNS-LOCC02-002,2025-05-01 15:45:00+00:00,ZONE-C,7.03,1.25,205.92,8.13,15.48,339.44,normal,0,0
SNS-LOCA01-001,2025-05-01 16:00:00+00:00,ZONE-A,7.06,1.5,226.97,8.03,12.75,360.3,normal,0,0
SNS-LOCA02-002,2025-05-01 16:00:00+00:00,ZONE-A,7.47,2.13,228.16,8.27,14.67,351.51,normal,0,0
SNS-LOCB01-001,2025-05-01 16:00:00+00:00,ZONE-B,7.03,1.55,198.55,8.23,15.04,356.14,normal,0,0
SNS-LOCB02-002,2025-05-01 16:00:00+00:00,ZONE-B,7.23,1.32,232.65,7.53,15.15,345.7,normal,0,0
SNS-LOCC01-001,2025-05-01 16:00:00+00:00,ZONE-C,7.31,1.47,224.05,8.21,12.57,342.59,normal,0,0
SNS-LOCC02-002,2025-05-01 16:00:00+00:00,ZONE-C,7.22,1.9,228.59,8.52,15.2,350.81,normal,0,0
SNS-LOCA01-001,2025-05-01 16:15:00+00:00,ZONE-A,7.13,1.33,207.54,7.78,15.47,344.79,normal,0,0
SNS-LOCA02-002,2025-05-01 16:15:00+00:00,ZONE-A,7.2,0.77,226.42,8.07,16.27,346.29,normal,0,0
SNS-LOCB01-001,2025-05-01 16:15:00+00:00,ZONE-B,7.12,1.89,217.68,8.79,13.94,348.02,normal,0,0
SNS-LOCB02-002,2025-05-01 16:15:00+00:00,ZONE-B,7.03,1.19,208.15,7.81,16.69,340.85,normal,0,0
SNS-LOCC01-001,2025-05-01 16:15:00+00:00,ZONE-C,7.29,0.92,213.92,8.53,16.29,352.18,normal,0,0
SNS-LOCC02-002,2025-05-01 16:15:00+00:00,ZONE-C,7.29,1.73,229.42,8.56,14.4,349.43,normal,0,0
SNS-LOCA01-001,2025-05-01 16:30:00+00:00,ZONE-A,7.3,1.8,228.37,8.52,15.29,339.2,normal,0,0
SNS-LOCA02-002,2025-05-01 16:30:00+00:00,ZONE-A,7.39,1.5,211.77,8.01,15.38,358.05,normal,0,0
SNS-LOCB01-001,2025-05-01 16:30:00+00:00,ZONE-B,7.33,1.62,228.11,8.01,17.24,331.09,normal,0,0
SNS-LOCB02-002,2025-05-01 16:30:00+00:00,ZONE-B,7.02,1.48,213.8,7.62,16.72,342.17,normal,0,0
SNS-LOCC01-001,2025-05-01 16:30:00+00:00,ZONE-C,7.23,1.55,220.87,7.67,15.68,359.82,normal,0,0
SNS-LOCC02-002,2025-05-01 16:30:00+00:00,ZONE-C,7.28,1.89,218.8,7.32,15.34,348.79,normal,0,0
SNS-LOCA01-001,2025-05-01 16:45:00+00:00,ZONE-A,7.4,1.95,226.37,7.66,16.31,347.91,normal,0,0
SNS-LOCA02-002,2025-05-01 16:45:00+00:00,ZONE-A,7.16,1.01,226.96,7.99,17.19,338.31,normal,0,0
SNS-LOCB01-001,2025-05-01 16:45:00+00:00,ZONE-B,7.03,2.96,206.8,8.12,16.71,342.14,normal,0,0
SNS-LOCB02-002,2025-05-01 16:45:00+00:00,ZONE-B,7.46,1.47,222.24,8.73,15.12,346.1,normal,0,0
SNS-LOCC01-001,2025-05-01 16:45:00+00:00,ZONE-C,7.15,0.95,224.14,8.19,16.38,355.25,normal,0,0
SNS-LOCC02-002,2025-05-01 16:45:00+00:00,ZONE-C,7.33,1.64,216.38,8.49,15.25,361.17,normal,0,0
SNS-LOCA01-001,2025-05-01 17:00:00+00:00,ZONE-A,7.17,1.81,247.4,7.09,16.1,346.77,normal,0,0
SNS-LOCA02-002,2025-05-01 17:00:00+00:00,ZONE-A,7.46,1.34,260.94,7.39,16.81,346.91,normal,0,0
SNS-LOCB01-001,2025-05-01 17:00:00+00:00,ZONE-B,7.28,1.27,213.23,7.27,16.49,338.02,normal,0,0
SNS-LOCB02-002,2025-05-01 17:00:00+00:00,ZONE-B,7.0,1.53,218.18,8.41,14.58,353.37,normal,0,0
SNS-LOCC01-001,2025-05-01 17:00:00+00:00,ZONE-C,7.25,1.38,207.95,7.97,17.51,347.01,normal,0,0
SNS-LOCC02-002,2025-05-01 17:00:00+00:00,ZONE-C,7.33,1.39,245.87,8.01,16.12,337.11,normal,0,0
SNS-LOCA01-001,2025-05-01 17:15:00+00:00,ZONE-A,6.99,1.65,216.59,8.11,15.64,348.8,normal,0,0
